endpoint,phecode_string,phecode_category,Age+Sex_aou,Age+Sex+MedicalHistory_aou,delta_agesex_aou,delta_median_agesex_aou,sign_agesex_aou,num_incident_events
phecode_517,Gastrointestinal angiodysplasia,GI,"0.776 (0.751, 0.806)","0.818 (0.786, 0.845)","0.045 (0.01, 0.076)",0.045,+,228
phecode_518,Appendicitis,GI,"0.606 (0.581, 0.63)","0.615 (0.591, 0.64)","0.009 (-0.023, 0.047)",0.009,ns,489
phecode_520,Hernia,GI,"0.619 (0.609, 0.626)","0.695 (0.687, 0.702)","0.076 (0.07, 0.084)",0.076,+,7189
phecode_520-1,Hernia of the abdominal wall,GI,"0.636 (0.627, 0.644)","0.674 (0.665, 0.684)","0.039 (0.033, 0.044)",0.039,+,3945
phecode_520-11,Inguinal hernia,GI,"0.794 (0.782, 0.802)","0.797 (0.787, 0.806)","0.004 (0.002, 0.007)",0.004,+,1590
phecode_520-13,Umbilical hernia,GI,"0.551 (0.532, 0.572)","0.669 (0.65, 0.694)","0.119 (0.105, 0.142)",0.119,+,1605
phecode_520-14,Ventral hernia,GI,"0.636 (0.628, 0.645)","0.681 (0.671, 0.692)","0.045 (0.034, 0.06)",0.045,+,3897
phecode_520-15,Incisional hernia,GI,"0.57 (0.549, 0.587)","0.757 (0.739, 0.774)","0.185 (0.157, 0.211)",0.185,+,840
phecode_520-2,Diaphragmatic hernia [Hiatal hernia],GI,"0.638 (0.629, 0.647)","0.732 (0.724, 0.739)","0.094 (0.087, 0.102)",0.094,+,4339
phecode_522,Gastrointestinal inflammation,GI,"0.546 (0.54, 0.552)","0.598 (0.593, 0.606)","0.051 (0.042, 0.06)",0.051,+,14046
phecode_522-1,Inflammatory bowel disease,GI,"0.573 (0.554, 0.604)","0.683 (0.663, 0.714)","0.11 (0.077, 0.146)",0.11,+,816
phecode_522-11,Crohn's disease,GI,"0.551 (0.52, 0.611)","0.741 (0.705, 0.773)","0.185 (0.133, 0.223)",0.185,+,312
phecode_522-12,Ulcerative colitis,GI,"0.546 (0.515, 0.588)","0.722 (0.679, 0.757)","0.172 (0.12, 0.216)",0.172,+,423
phecode_522-14,Microscopic colitis*,GI,"0.744 (0.71, 0.772)","0.745 (0.7, 0.8)","-0.003 (-0.053, 0.037)",-0.003,ns,204
phecode_522-6,Eosinophilic gastroenteritis and colitis,GI,"0.586 (0.549, 0.634)","0.678 (0.617, 0.722)","0.091 (0.014, 0.162)",0.091,+,194
phecode_522-61,Eosinophilic esophagitis,GI,"0.585 (0.554, 0.639)","0.671 (0.607, 0.719)","0.086 (0.012, 0.157)",0.086,+,183
phecode_522-7,Ulceration of the lower GI tract,GI,"0.58 (0.566, 0.603)","0.737 (0.722, 0.755)","0.157 (0.136, 0.172)",0.157,+,1361
phecode_522-8,Duodenitis,GI,"0.596 (0.575, 0.615)","0.72 (0.698, 0.738)","0.125 (0.095, 0.148)",0.125,+,867
phecode_522-9,Gastritis,GI,"0.546 (0.535, 0.554)","0.689 (0.681, 0.697)","0.143 (0.134, 0.157)",0.143,+,5560
phecode_522-91,Atrophic gastritis,GI,"0.61 (0.55, 0.649)","0.72 (0.679, 0.782)","0.11 (0.076, 0.159)",0.11,+,195
phecode_523,Diverticular disease [Bowel diverticulosis],GI,"0.7 (0.695, 0.706)","0.74 (0.734, 0.748)","0.04 (0.035, 0.048)",0.04,+,6410
phecode_523-1,Diverticula of small intestine,GI,"0.743 (0.701, 0.771)","0.78 (0.754, 0.821)","0.037 (0.008, 0.088)",0.037,+,199
phecode_523-2,Diverticula of colon,GI,"0.702 (0.697, 0.71)","0.745 (0.739, 0.752)","0.043 (0.036, 0.049)",0.043,+,5787
phecode_523-4,Diverticulitis,GI,"0.677 (0.661, 0.692)","0.727 (0.705, 0.746)","0.049 (0.032, 0.065)",0.049,+,1147
phecode_524,Functional intestinal disorder,GI,"0.577 (0.569, 0.587)","0.708 (0.697, 0.72)","0.132 (0.118, 0.144)",0.132,+,4667
phecode_524-1,Irritable bowel syndrome,GI,"0.611 (0.596, 0.625)","0.754 (0.742, 0.767)","0.143 (0.128, 0.164)",0.143,+,1787
phecode_525,Intestinal malabsorption,GI,"0.578 (0.565, 0.589)","0.657 (0.645, 0.674)","0.08 (0.063, 0.096)",0.08,+,2093
phecode_525-1,Celiac disease,GI,"0.596 (0.555, 0.643)","0.644 (0.603, 0.682)","0.047 (-0.027, 0.112)",0.047,ns,257
phecode_525-3,Disorders of intestinal carbohydrate absorption,GI,"0.593 (0.557, 0.627)","0.683 (0.657, 0.713)","0.093 (0.056, 0.114)",0.093,+,680
phecode_526,Intestinal infection,GI,"0.524 (0.513, 0.535)","0.681 (0.67, 0.695)","0.157 (0.143, 0.172)",0.157,+,3153
phecode_526-1,Bacterial enteritis,GI,"0.536 (0.522, 0.549)","0.706 (0.697, 0.721)","0.172 (0.151, 0.192)",0.172,+,1750
phecode_526-12,Intestinal infection due to C. difficile,GI,"0.569 (0.543, 0.6)","0.781 (0.765, 0.803)","0.216 (0.179, 0.254)",0.216,+,714
phecode_526-2,Viral enteritis,GI,"0.538 (0.503, 0.597)","0.732 (0.691, 0.786)","0.194 (0.156, 0.242)",0.194,+,172
phecode_527,Abdominal pain,GI,"0.559 (0.556, 0.567)","0.599 (0.594, 0.605)","0.039 (0.032, 0.049)",0.039,+,16315
phecode_528,Nausea and vomiting,GI,"0.566 (0.561, 0.571)","0.611 (0.606, 0.617)","0.045 (0.036, 0.055)",0.045,+,11251
phecode_528-1,Nausea,GI,"0.566 (0.561, 0.571)","0.611 (0.606, 0.617)","0.045 (0.036, 0.055)",0.045,+,11251
phecode_528-2,Vomiting,GI,"0.566 (0.561, 0.571)","0.611 (0.606, 0.617)","0.045 (0.036, 0.055)",0.045,+,11251
phecode_529,Symptoms involving digestive system,GI,"0.546 (0.541, 0.551)","0.643 (0.638, 0.648)","0.097 (0.091, 0.103)",0.097,+,15567
phecode_529-1,Diarrhea,GI,"0.534 (0.527, 0.542)","0.648 (0.642, 0.656)","0.114 (0.105, 0.121)",0.114,+,9142
phecode_529-2,Abdominal distension and flatulence,GI,"0.57 (0.56, 0.579)","0.693 (0.683, 0.704)","0.122 (0.114, 0.134)",0.122,+,4339
phecode_529-3,Fecal incontinence,GI,"0.657 (0.646, 0.669)","0.733 (0.722, 0.75)","0.076 (0.063, 0.096)",0.076,+,1393
phecode_529-5,Constipation,GI,"0.564 (0.559, 0.57)","0.652 (0.646, 0.657)","0.088 (0.082, 0.095)",0.088,+,9901
phecode_530,Disease of anus and rectum,GI,"0.581 (0.574, 0.584)","0.655 (0.651, 0.661)","0.074 (0.068, 0.08)",0.074,+,10388
phecode_530-1,Anal fissure,GI,"0.618 (0.585, 0.648)","0.686 (0.66, 0.722)","0.068 (0.037, 0.119)",0.068,+,483
phecode_530-2,Anorectal abscess,GI,"0.618 (0.584, 0.655)","0.746 (0.712, 0.774)","0.126 (0.09, 0.178)",0.126,+,323
phecode_530-3,Rectal prolapse,GI,"0.667 (0.609, 0.706)","0.711 (0.674, 0.754)","0.047 (-0.004, 0.092)",0.047,ns,170
phecode_532,Other disorders of the intestines,GI,"0.581 (0.576, 0.586)","0.642 (0.636, 0.647)","0.061 (0.054, 0.068)",0.061,+,14662
phecode_532-1,Intestinal fistula,GI,"0.518 (0.502, 0.544)","0.775 (0.738, 0.808)","0.258 (0.204, 0.297)",0.258,+,402
phecode_532-2,Intestinal perforation,GI,"0.599 (0.569, 0.635)","0.707 (0.686, 0.74)","0.109 (0.079, 0.148)",0.109,+,412
phecode_532-4,Volvulus,GI,"0.676 (0.637, 0.721)","0.753 (0.698, 0.788)","0.074 (0.012, 0.124)",0.074,+,187
phecode_535,Intestinal or peritoneal adhesions,GI,"0.57 (0.551, 0.591)","0.703 (0.69, 0.722)","0.133 (0.107, 0.167)",0.133,+,1420
phecode_537,Abnormality of the peritoneum,GI,"0.546 (0.527, 0.563)","0.643 (0.625, 0.653)","0.096 (0.061, 0.122)",0.096,+,2683
phecode_537-1,Peritonitis,GI,"0.537 (0.523, 0.564)","0.684 (0.663, 0.703)","0.147 (0.103, 0.178)",0.147,+,960
phecode_537-2,Hemoperitoneum,GI,"0.527 (0.498, 0.562)","0.665 (0.639, 0.717)","0.139 (0.093, 0.216)",0.139,+,218
phecode_540,Hepatitis,GI,"0.608 (0.591, 0.627)","0.381 (0.37, 0.396)","-0.226 (-0.251, -0.2)",-0.226,-,1781
phecode_540-1,Chronic hepatitis,GI,"0.623 (0.601, 0.643)","0.304 (0.284, 0.32)","-0.32 (-0.351, -0.285)",-0.32,-,1437
phecode_540-2,Acute hepatitis,GI,"0.567 (0.543, 0.595)","0.31 (0.288, 0.336)","-0.257 (-0.294, -0.219)",-0.257,-,660
phecode_540-3,Viral hepatitits,GI,"0.621 (0.604, 0.64)","0.31 (0.291, 0.326)","-0.313 (-0.34, -0.287)",-0.313,-,1509
phecode_540-4,Alcoholic hepatitis,GI,"0.652 (0.592, 0.699)","0.869 (0.828, 0.914)","0.209 (0.154, 0.272)",0.209,+,189
phecode_542,Chronic liver disease and sequelae,GI,"0.539 (0.533, 0.544)","0.672 (0.666, 0.68)","0.134 (0.126, 0.143)",0.134,+,7107
phecode_542-1,Fibrosis and cirrhosis of liver,GI,"0.609 (0.594, 0.626)","0.785 (0.772, 0.797)","0.175 (0.156, 0.191)",0.175,+,1421
phecode_542-2,Fatty liver disease (FLD),GI,"0.522 (0.513, 0.53)","0.704 (0.697, 0.71)","0.183 (0.174, 0.195)",0.183,+,5454
phecode_542-3,Hepatic failure,GI,"0.613 (0.59, 0.644)","0.845 (0.828, 0.869)","0.231 (0.191, 0.258)",0.231,+,771
phecode_542-4,Portal hypertension,GI,"0.609 (0.591, 0.646)","0.859 (0.84, 0.877)","0.25 (0.207, 0.277)",0.25,+,600
phecode_545,Nonspecific abnormal results of function study of liver,GI,"0.551 (0.539, 0.559)","0.676 (0.664, 0.684)","0.125 (0.112, 0.145)",0.125,+,2640
phecode_546,Other disorders of liver,GI,"0.544 (0.538, 0.549)","0.646 (0.64, 0.652)","0.102 (0.094, 0.109)",0.102,+,8821
phecode_546-2,Abscess of liver,GI,"0.601 (0.541, 0.674)","0.774 (0.697, 0.841)","0.173 (0.115, 0.237)",0.173,+,101
phecode_546-3,Hepatomegaly,GI,"0.51 (0.499, 0.526)","0.702 (0.688, 0.716)","0.192 (0.17, 0.211)",0.192,+,1557
phecode_546-31,Hepatosplenomegaly*,GI,"0.582 (0.537, 0.633)","0.788 (0.748, 0.826)","0.207 (0.152, 0.26)",0.207,+,261
phecode_550,Disorders of the gallbladder,GI,"0.549 (0.54, 0.56)","0.663 (0.654, 0.671)","0.114 (0.099, 0.127)",0.114,+,4261
phecode_550-1,Gallstones [Cholelithiasis],GI,"0.553 (0.541, 0.569)","0.663 (0.652, 0.67)","0.11 (0.092, 0.123)",0.11,+,3332
phecode_550-2,Cholecystitis,GI,"0.545 (0.513, 0.556)","0.641 (0.626, 0.661)","0.098 (0.072, 0.127)",0.098,+,1720
phecode_550-4,Cholesterolosis of gallbladder,GI,"0.55 (0.521, 0.578)","0.626 (0.597, 0.648)","0.076 (0.032, 0.124)",0.076,+,397
phecode_552,Other diseases of biliary tract,GI,"0.544 (0.524, 0.556)","0.615 (0.604, 0.633)","0.071 (0.052, 0.098)",0.071,+,2180
phecode_552-1,Cholangitis,GI,"0.538 (0.515, 0.552)","0.602 (0.588, 0.618)","0.064 (0.036, 0.095)",0.064,+,1824
phecode_552-2,Obstruction of bile duct,GI,"0.528 (0.492, 0.56)","0.625 (0.597, 0.652)","0.096 (0.05, 0.149)",0.096,+,573
phecode_554,Diseases of the pancreas,GI,"0.626 (0.612, 0.638)","0.718 (0.704, 0.727)","0.091 (0.078, 0.111)",0.091,+,2445
phecode_554-1,Pancreatitis,GI,"0.559 (0.536, 0.577)","0.73 (0.714, 0.742)","0.17 (0.154, 0.19)",0.17,+,1102
phecode_554-11,Acute pancreatitis,GI,"0.559 (0.536, 0.577)","0.729 (0.713, 0.742)","0.17 (0.152, 0.191)",0.17,+,1102
phecode_554-12,Chronic pancreatitis,GI,"0.57 (0.529, 0.6)","0.802 (0.78, 0.837)","0.235 (0.2, 0.264)",0.235,+,487
phecode_554-2,Cyst and pseudocyst of pancreas,GI,"0.72 (0.697, 0.737)","0.748 (0.731, 0.769)","0.029 (0.009, 0.061)",0.029,+,765
phecode_555,Ascites,GI,"0.561 (0.543, 0.576)","0.757 (0.741, 0.775)","0.195 (0.18, 0.213)",0.195,+,1668
phecode_556,Other symptoms involving the digestive system and abdomen,GI,"0.575 (0.57, 0.579)","0.636 (0.63, 0.642)","0.06 (0.055, 0.068)",0.06,+,15471
phecode_556-3,"Abdominal or pelvic swelling, mass, or lump",GI,"0.575 (0.571, 0.579)","0.635 (0.63, 0.642)","0.059 (0.054, 0.066)",0.059,+,15493
phecode_556-8,Nonspecific abnormal findings in stool contents,GI,"0.628 (0.6, 0.659)","0.672 (0.646, 0.699)","0.046 (0.014, 0.078)",0.046,+,454
phecode_557,Gastrointestinal hemorrhage,GI,"0.545 (0.535, 0.553)","0.68 (0.672, 0.689)","0.135 (0.128, 0.146)",0.135,+,5623
phecode_557-1,Hematemesis,GI,"0.579 (0.553, 0.598)","0.735 (0.707, 0.764)","0.157 (0.117, 0.194)",0.157,+,799
phecode_557-2,Blood in stool,GI,"0.554 (0.538, 0.565)","0.687 (0.668, 0.699)","0.132 (0.124, 0.144)",0.132,+,3049
phecode_557-8,Hemorrhage of rectum and anus,GI,"0.508 (0.5, 0.519)","0.671 (0.661, 0.685)","0.162 (0.147, 0.184)",0.162,+,3016
phecode_558,Abnormal findings on diagnostic imaging of the digestive tract,GI,"0.613 (0.599, 0.626)","0.709 (0.7, 0.719)","0.098 (0.084, 0.11)",0.098,+,3027
phecode_559,"Other disease of digestive system, NOS",GI,"0.511 (0.507, 0.516)","0.577 (0.572, 0.582)","0.066 (0.061, 0.073)",0.066,+,20259
phecode_580,Glomerular diseases,Genitourinary,"0.556 (0.535, 0.573)","0.698 (0.688, 0.712)","0.144 (0.118, 0.175)",0.144,+,2216
phecode_580-3,Nephrotic syndrome,Genitourinary,"0.576 (0.547, 0.59)","0.697 (0.681, 0.712)","0.122 (0.1, 0.156)",0.122,+,2029
phecode_580-4,"Nephritis and nephropathy, not specified as acute or chronic",Genitourinary,"0.618 (0.588, 0.647)","0.849 (0.822, 0.885)","0.231 (0.192, 0.274)",0.231,+,275
phecode_581,Renal tubulo-interstitial diseases,Genitourinary,"0.662 (0.651, 0.671)","0.692 (0.685, 0.701)","0.031 (0.019, 0.041)",0.031,+,5682
phecode_581-1,Pyelonephritis,Genitourinary,"0.591 (0.58, 0.607)","0.732 (0.712, 0.744)","0.14 (0.117, 0.159)",0.14,+,2012
phecode_581-11,Acute pyelonephritis,Genitourinary,"0.61 (0.593, 0.627)","0.726 (0.706, 0.738)","0.115 (0.092, 0.134)",0.115,+,1753
phecode_581-3,Obstructive and reflux uropathy,Genitourinary,"0.751 (0.744, 0.759)","0.731 (0.72, 0.74)","-0.02 (-0.027, -0.01)",-0.02,-,4425
phecode_581-31,Hydronephrosis,Genitourinary,"0.564 (0.55, 0.579)","0.694 (0.674, 0.709)","0.13 (0.117, 0.145)",0.13,+,1793
phecode_581-32,Hydroureter,Genitourinary,"0.608 (0.548, 0.661)","0.727 (0.677, 0.769)","0.111 (0.048, 0.186)",0.111,+,147
phecode_581-33,Stricture or kinking of ureter,Genitourinary,"0.586 (0.56, 0.627)","0.776 (0.735, 0.813)","0.189 (0.142, 0.218)",0.189,+,306
phecode_582,Acute kidney failure,Genitourinary,"0.658 (0.654, 0.665)","0.774 (0.768, 0.78)","0.115 (0.106, 0.121)",0.115,+,6271
phecode_583,Chronic kidney disease,Genitourinary,"0.692 (0.687, 0.7)","0.781 (0.775, 0.787)","0.089 (0.083, 0.095)",0.089,+,5865
phecode_583-1,"End stage renal disease [CDK, stage 5]",Genitourinary,"0.628 (0.605, 0.645)","0.882 (0.864, 0.899)","0.255 (0.231, 0.292)",0.255,+,924
phecode_584,Renal failure,Genitourinary,"0.674 (0.669, 0.679)","0.748 (0.741, 0.753)","0.073 (0.067, 0.08)",0.073,+,7989
phecode_585,Kidney stone disease,Genitourinary,"0.559 (0.549, 0.571)","0.654 (0.643, 0.663)","0.094 (0.081, 0.104)",0.094,+,3891
phecode_585-1,Renal colic,Genitourinary,"0.528 (0.5, 0.559)","0.74 (0.707, 0.773)","0.21 (0.176, 0.258)",0.21,+,371
phecode_586,Other disorders of the kidney and ureters,Genitourinary,"0.625 (0.62, 0.63)","0.683 (0.678, 0.687)","0.058 (0.054, 0.063)",0.058,+,12093
phecode_586-2,Cyst of kidney,Genitourinary,"0.692 (0.683, 0.702)","0.75 (0.739, 0.76)","0.059 (0.05, 0.067)",0.059,+,2979
phecode_586-5,"Renal sclerosis, unspecified",Genitourinary,"0.601 (0.582, 0.639)","0.886 (0.858, 0.907)","0.282 (0.241, 0.318)",0.282,+,398
phecode_588,Disorders and findings from impaired renal function,Genitourinary,"0.655 (0.641, 0.674)","0.834 (0.823, 0.845)","0.178 (0.161, 0.195)",0.178,+,1716
phecode_588-1,Disorders resulting from impaired renal function,Genitourinary,"0.649 (0.634, 0.67)","0.891 (0.882, 0.905)","0.241 (0.219, 0.261)",0.241,+,1204
phecode_588-2,Abnormal results of function study of kidney,Genitourinary,"0.662 (0.643, 0.689)","0.735 (0.715, 0.755)","0.071 (0.049, 0.105)",0.071,+,657
phecode_591,Urinary tract infection,Genitourinary,"0.603 (0.599, 0.608)","0.633 (0.625, 0.638)","0.03 (0.02, 0.037)",0.03,+,8038
phecode_592,Cystitis and urethritis,Genitourinary,"0.613 (0.608, 0.619)","0.678 (0.67, 0.686)","0.065 (0.055, 0.073)",0.065,+,5723
phecode_592-1,Cystitis,Genitourinary,"0.628 (0.623, 0.636)","0.688 (0.68, 0.695)","0.059 (0.05, 0.069)",0.059,+,5477
phecode_592-11,Acute cystitis,Genitourinary,"0.639 (0.631, 0.648)","0.701 (0.691, 0.708)","0.062 (0.052, 0.07)",0.062,+,4546
phecode_592-12,Chronic cystitis,Genitourinary,"0.626 (0.589, 0.661)","0.711 (0.669, 0.749)","0.085 (0.031, 0.128)",0.085,+,293
phecode_592-13,Chronic interstitial cystitis,Genitourinary,"0.664 (0.637, 0.691)","0.765 (0.716, 0.807)","0.101 (0.05, 0.156)",0.101,+,177
phecode_592-2,Urethritis and urethral syndrome,Genitourinary,"0.593 (0.567, 0.633)","0.653 (0.616, 0.689)","0.057 (0.008, 0.107)",0.057,+,410
phecode_593,Hematuria,Genitourinary,"0.57 (0.563, 0.58)","0.668 (0.66, 0.677)","0.097 (0.089, 0.105)",0.097,+,6541
phecode_593-1,Gross hematuria,Genitourinary,"0.674 (0.657, 0.691)","0.75 (0.738, 0.763)","0.076 (0.064, 0.088)",0.076,+,1935
phecode_593-2,Microscopic hematuria,Genitourinary,"0.616 (0.606, 0.634)","0.696 (0.685, 0.712)","0.079 (0.066, 0.093)",0.079,+,2091
phecode_593-3,Recurrent and persistent hematuria*,Genitourinary,"0.531 (0.498, 0.553)","0.676 (0.641, 0.704)","0.147 (0.099, 0.188)",0.147,+,413
phecode_594,Abnormality of urination,Genitourinary,"0.57 (0.565, 0.575)","0.647 (0.643, 0.652)","0.077 (0.073, 0.081)",0.077,+,13993
phecode_594-1,Retention of urine,Genitourinary,"0.679 (0.668, 0.693)","0.73 (0.719, 0.743)","0.051 (0.045, 0.058)",0.051,+,3846
phecode_594-11,Urinary hesitancy,Genitourinary,"0.656 (0.63, 0.692)","0.715 (0.693, 0.746)","0.058 (0.022, 0.077)",0.058,+,575
phecode_594-2,Dysuria,Genitourinary,"0.58 (0.573, 0.589)","0.663 (0.655, 0.67)","0.082 (0.076, 0.09)",0.082,+,7744
phecode_594-3,Urinary incontinence,Genitourinary,"0.66 (0.651, 0.668)","0.711 (0.702, 0.719)","0.051 (0.042, 0.059)",0.051,+,5479
phecode_594-31,Urge incontinence,Genitourinary,"0.714 (0.703, 0.723)","0.756 (0.744, 0.766)","0.043 (0.032, 0.054)",0.043,+,2940
phecode_594-32,Stress incontinence,Genitourinary,"0.705 (0.698, 0.715)","0.729 (0.718, 0.741)","0.024 (0.015, 0.034)",0.024,+,2732
phecode_594-33,Nocturnal enuresis,Genitourinary,"0.623 (0.56, 0.684)","0.768 (0.723, 0.812)","0.148 (0.087, 0.198)",0.148,+,157
phecode_594-4,Frequency of urination and polyuria,Genitourinary,"0.602 (0.594, 0.61)","0.698 (0.691, 0.706)","0.096 (0.088, 0.105)",0.096,+,7164
phecode_594-41,Nocturia,Genitourinary,"0.754 (0.74, 0.77)","0.778 (0.767, 0.788)","0.023 (0.01, 0.032)",0.023,+,2414
phecode_594-6,Urinary urgency,Genitourinary,"0.628 (0.619, 0.638)","0.736 (0.728, 0.747)","0.109 (0.099, 0.119)",0.109,+,3191
phecode_596,Other disorders of bladder,Genitourinary,"0.596 (0.59, 0.602)","0.67 (0.661, 0.678)","0.074 (0.069, 0.081)",0.074,+,9191
phecode_596-1,Bladder neck obstruction,Genitourinary,"0.827 (0.804, 0.859)","0.862 (0.839, 0.885)","0.032 (0.022, 0.046)",0.032,+,345
phecode_596-2,Overactive bladder,Genitourinary,"0.69 (0.674, 0.7)","0.777 (0.766, 0.789)","0.087 (0.075, 0.102)",0.087,+,1616
phecode_596-3,Diverticulum of bladder,Genitourinary,"0.839 (0.776, 0.87)","0.875 (0.83, 0.905)","0.035 (0.019, 0.055)",0.035,+,133
phecode_596-5,Neuromuscular dysfunction of bladder,Genitourinary,"0.66 (0.645, 0.674)","0.762 (0.75, 0.773)","0.101 (0.086, 0.115)",0.101,+,2035
phecode_597,Other disorders of urethra and urinary tract,Genitourinary,"0.816 (0.805, 0.825)","0.745 (0.737, 0.756)","-0.07 (-0.079, -0.06)",-0.07,-,3580
phecode_597-1,Urethral stricture,Genitourinary,"0.8 (0.752, 0.827)","0.809 (0.782, 0.837)","0.01 (-0.036, 0.05)",0.01,ns,235
phecode_598,Abnormal findings on radiological and other examination of genitourinary organs,Genitourinary,"0.639 (0.612, 0.665)","0.755 (0.731, 0.774)","0.116 (0.093, 0.138)",0.116,+,673
phecode_599,Other symptoms/disorders or the urinary system,Genitourinary,"0.543 (0.541, 0.549)","0.558 (0.554, 0.564)","0.015 (0.008, 0.023)",0.015,+,19741
phecode_599-7,Urethral discharge,Genitourinary,"0.872 (0.851, 0.893)","0.634 (0.596, 0.683)","-0.238 (-0.281, -0.168)",-0.238,-,197
phecode_600,Benign prostatic hyperplasia,Genitourinary,"0.744 (0.737, 0.751)","0.824 (0.819, 0.83)","0.08 (0.076, 0.086)",0.08,+,3412
phecode_601,Inflammatory diseases of prostate,Genitourinary,"0.601 (0.579, 0.637)","0.816 (0.793, 0.838)","0.211 (0.182, 0.251)",0.211,+,420
phecode_601-1,Prostatitis,Genitourinary,"0.601 (0.579, 0.637)","0.816 (0.793, 0.838)","0.211 (0.182, 0.251)",0.211,+,420
phecode_601-11,Acute prostatitis,Genitourinary,"0.599 (0.555, 0.653)","0.814 (0.768, 0.846)","0.21 (0.159, 0.282)",0.21,+,188
phecode_601-12,Chronic prostatitis,Genitourinary,"0.64 (0.599, 0.69)","0.86 (0.822, 0.895)","0.221 (0.165, 0.275)",0.221,+,141
phecode_602,Other disorders of prostate,Genitourinary,"0.748 (0.739, 0.755)","0.811 (0.805, 0.821)","0.063 (0.055, 0.073)",0.063,+,3882
phecode_602-4,Elevated prostate specific antigen [PSA],Genitourinary,"0.735 (0.724, 0.745)","0.853 (0.843, 0.863)","0.117 (0.105, 0.13)",0.117,+,1289
phecode_603,Disorders and symptoms of testis,Genitourinary,"0.525 (0.502, 0.543)","0.746 (0.732, 0.767)","0.222 (0.199, 0.259)",0.222,+,1241
phecode_603-1,Hydrocele,Genitourinary,"0.532 (0.501, 0.568)","0.753 (0.732, 0.773)","0.22 (0.199, 0.252)",0.22,+,538
phecode_603-2,Spermatocele,Genitourinary,"0.537 (0.5, 0.57)","0.783 (0.744, 0.817)","0.247 (0.205, 0.293)",0.247,+,255
phecode_603-5,Orchitis and epididymitis,Genitourinary,"0.529 (0.496, 0.563)","0.749 (0.709, 0.783)","0.218 (0.167, 0.261)",0.218,+,322
phecode_603-6,Scrotal pain*,Genitourinary,"0.835 (0.826, 0.844)","0.858 (0.847, 0.87)","0.023 (0.01, 0.041)",0.023,+,660
phecode_604,Disorders of penis,Genitourinary,"0.508 (0.5, 0.525)","0.622 (0.605, 0.639)","0.113 (0.095, 0.132)",0.113,+,2035
phecode_604-1,Redundant prepuce and phimosis,Genitourinary,"0.519 (0.501, 0.557)","0.728 (0.675, 0.775)","0.206 (0.137, 0.272)",0.206,+,160
phecode_604-3,Peyronie's disease,Genitourinary,"0.593 (0.556, 0.647)","0.789 (0.754, 0.833)","0.195 (0.153, 0.252)",0.195,+,147
phecode_604-5,Balanoposthitis,Genitourinary,"0.531 (0.498, 0.583)","0.779 (0.747, 0.807)","0.25 (0.182, 0.297)",0.25,+,267
phecode_605,Male sexual dysfuction,Genitourinary,"0.603 (0.592, 0.616)","0.682 (0.67, 0.691)","0.077 (0.066, 0.087)",0.077,+,3340
phecode_605-1,Male erectile dysfunction,Genitourinary,"0.605 (0.595, 0.62)","0.785 (0.776, 0.795)","0.178 (0.167, 0.191)",0.178,+,2440
phecode_605-2,Ejaculatory dysfunction,Genitourinary,"0.518 (0.494, 0.565)","0.508 (0.485, 0.528)","-0.01 (-0.061, 0.021)",-0.01,ns,972
phecode_608,Other disorders of male genital organs,Genitourinary,"0.639 (0.628, 0.646)","0.508 (0.503, 0.513)","-0.13 (-0.14, -0.115)",-0.13,-,18139
phecode_608-1,Abnormal findings in semen,Genitourinary,"0.892 (0.883, 0.897)","0.9 (0.895, 0.908)","0.009 (0.005, 0.013)",0.009,+,1387
phecode_609,Male infertility,Genitourinary,"0.779 (0.744, 0.803)","0.796 (0.778, 0.81)","0.016 (-0.007, 0.045)",0.016,ns,775
phecode_610,Benign mammary dysplasias,Genitourinary,"0.545 (0.534, 0.558)","0.693 (0.679, 0.703)","0.148 (0.129, 0.163)",0.148,+,2084
phecode_610-1,Cystic mastopathy,Genitourinary,"0.533 (0.522, 0.547)","0.69 (0.674, 0.706)","0.158 (0.136, 0.183)",0.158,+,1679
phecode_610-2,Fibroadenosis of breast,Genitourinary,"0.575 (0.534, 0.616)","0.713 (0.67, 0.761)","0.139 (0.087, 0.206)",0.139,+,177
phecode_610-3,Fibrosclerosis of breast,Genitourinary,"0.579 (0.553, 0.613)","0.785 (0.75, 0.819)","0.206 (0.151, 0.248)",0.206,+,232
phecode_610-5,Mammary duct ectasia,Genitourinary,"0.518 (0.494, 0.558)","0.735 (0.676, 0.792)","0.218 (0.129, 0.279)",0.218,+,107
phecode_612,"Breast conditions, congenital or relating to hormones",Genitourinary,"0.594 (0.57, 0.611)","0.623 (0.608, 0.645)","0.032 (0.008, 0.053)",0.032,+,926
phecode_612-2,Hypertrophy of breast (Gynecomastia),Genitourinary,"0.552 (0.531, 0.573)","0.611 (0.594, 0.638)","0.06 (0.036, 0.084)",0.06,+,810
phecode_613,Other nonmalignant breast conditions,Genitourinary,"0.539 (0.531, 0.546)","0.682 (0.674, 0.689)","0.144 (0.132, 0.155)",0.144,+,6853
phecode_613-1,Inflammatory disease of breast,Genitourinary,"0.546 (0.516, 0.571)","0.719 (0.704, 0.735)","0.174 (0.144, 0.2)",0.174,+,803
phecode_613-5,Mastodynia,Genitourinary,"0.508 (0.498, 0.52)","0.723 (0.713, 0.734)","0.216 (0.193, 0.232)",0.216,+,2818
